"TypeCode","FreqCode","RefPeriodId","RefYear","RefMonth","Period","ReporterCode","ReporterISO","ReporterDesc","FlowCode","FlowDesc","PartnerCode","PartnerISO","PartnerDesc","Partner2Code","Partner2ISO","Partner2Desc","ClassificationCode","ClassificationSearchCode","IsOriginalClassification","CmdCode","CmdDesc","AggrLevel","IsLeaf","CustomsCode","CustomsDesc","MosCode","MotCode","MotDesc","QtyUnitCode","QtyUnitAbbr","Qty","IsQtyEstimated","AltQtyUnitCode","AltQtyUnitAbbr","AtlQty","IsAltQtyEstimated","NetWgt","IsNetWgtEstimated","GrossWgt","IsGrossWgtEstimated","Cifvalue","Fobvalue","PrimaryValue","LegacyEstimationFlag","IsReported","IsAggregate",
"C","A","20090101","2009","52","2009","704","VNM","Viet Nam","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","153987","true",,"false","49618",,"49618","4","true","false",
"C","A","20090101","2009","52","2009","710","ZAF","South Africa","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","200","false","-1","N/A",,"false","200","false",,"false",,"64","64","0","true","false",
"C","A","20090101","2009","52","2009","757","CHE","Switzerland","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","59949","false","8","kg","59949","false","59949","false","0","false","62339.304","0","62339.304","0","false","true",
"C","A","20090101","2009","52","2009","764","THA","Thailand","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","20000","false","-1","N/A",,"false","20000","false",,"false","3330",,"3330","0","true","false",
"C","A","20090101","2009","52","2009","784","ARE","United Arab Emirates","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","76900","false","-1","N/A",,"false","76900","false",,"false","47596",,"47596","0","true","false",
"C","A","20090101","2009","52","2009","818","EGY","Egypt","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","11502.067","0","11502.067","0","false","true",
"C","A","20090101","2009","52","2009","826","GBR","United Kingdom","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","6320","false","-1","N/A",,"false","6320","false",,"false","7163",,"7163","0","true","false",
"C","A","20090101","2009","52","2009","842","USA","USA","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","49927","false","-1","N/A",,"false","49927","false",,"false","78933",,"78933","0","true","false",
"C","A","20090101","2009","52","2009","854","BFA","Burkina Faso","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1500","false","8","kg","1500","false","1500","false","0","false","191.37","0","191.37","0","false","true",
"C","A","20190101","2019","52","2019","24","AGO","Angola","M","Import","156","CHN","China","0","W00","World","H5","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","300645","false","8","kg","300645","false","300645","false","0","false","389216.79",,"389216.79","0","false","true",
